neg,neu,pos,compound,line
0.0,1.0,0.0,0.0,"NASA plans to keep on studying house plants, and the Associated Landscape Contractors of America is planning to study with them."
0.0,1.0,0.0,0.0,"And if health plants aren't as fashionable in the 90's as health foods were in the 70's, we'll eat our ficus."
0.0,1.0,0.0,0.0,December comes in with some mixed extended weather forecasts.
0.0,1.0,0.0,0.0,"Scientists making new studies of ancient minerals believe that the earth's next Ice Age, which has been scheduled to deep-freeze much of the North within a few centuries, may not come for another 10,000 years."
0.073,0.864,0.063,-0.0772,"Scientists studying tree rings, another reliable recorder of climate changes, are finding no signs yet of the imminently predicted greenhouse effect, which could disastrously warm up the earth."
0.0,1.0,0.0,0.0,December comes in with some mixed extended weather forecasts.
0.0,1.0,0.0,0.0,"Scientists making new studies of ancient minerals believe that the earth's next Ice Age, which has been scheduled to deep-freeze much of the North within a few centuries, may not come for another 10,000 years."
0.073,0.864,0.063,-0.0772,"Scientists studying tree rings, another reliable recorder of climate changes, are finding no signs yet of the imminently predicted greenhouse effect, which could disastrously warm up the earth."
0.0,0.795,0.205,0.2023,That's fine for the long-range future and posterity.
0.0,1.0,0.0,0.0,But what about right now -- and short-range us?
0.0,1.0,0.0,0.0,Don't expect much.
0.094,0.906,0.0,-0.3818,"The days are at their shortest, the sun at its lowest, the calendar on its last page and our own annual ice age is upon us."
0.0,1.0,0.0,0.0,"Chilly air, gusty winds, snow and sleet lie in our future."
0.163,0.837,0.0,-0.6249,"Violence that begins inside New York City's schools often continues after the bell rings, making the subways increasingly unsafe during after-school hours."
0.0,0.601,0.399,0.743,Now relief may be in sight for law-abiding students who simply want safe passage.
0.0,0.848,0.152,0.34,The Transit Authority has agreed to a pilot project that would set aside patrolled subway cars for students before and after school.
0.0,0.726,0.274,0.5994,"The idea was first advanced by Principals for Safe Passage, a group of high school officials."
0.0,0.843,0.157,0.4215,The issue goes beyond student safety and touches the quality of life for all New Yorkers.
0.136,0.817,0.047,-0.5719,"Subway graffiti may have been largely eliminated, for example, but the Transit Authority spends $250,000 each month to fix 4,000 scratched or broken windows in subway cars."
0.0,1.0,0.0,0.0,"Transit and Board of Education officials will meet next week to iron out details of the experiment, which will begin on D trains."
0.0,0.871,0.129,0.4019,Among the issues are whether Transit Authority police or school security guards will patrol the cars and how many hours the cars will be reserved for students.
0.0,1.0,0.0,0.0,"In any case, the idea is sound."
0.314,0.686,0.0,-0.4939,Learning cannot flourish in an atmosphere of fear.
0.0,0.896,0.104,0.4404,"To the Editor: Edward Gordon (letter, June 12) is surely correct that schoolchildren should be required to use seat belts on school buses equipped with them."
0.0,0.654,0.346,0.5719,Enforced seat-belt use will develop excellent riding habits.
0.0,0.649,0.351,0.4019,State government is trying to help.
0.0,1.0,0.0,0.0,"New York mandates that new school buses sold in our state after July 1, 1987, have seat belts as standard equipment."
0.148,0.679,0.173,0.1027,"Unfortunately, New York's school bus safety laws place the cart before the horse."
0.106,0.894,0.0,-0.3612,It is difficult to mandate school bus seat-belt use when the law does not require seats for every student riding the bus.
0.104,0.896,0.0,-0.5574,"As chief Assembly sponsor of legislation to phase out school bus standees, I will press again this year to add New York to the list of 40 states that ban this unsafe practice."
0.127,0.718,0.155,0.128,The Assembly has viewed the elimination of school bus standees as a critical transportation safety issue.
0.0,0.894,0.106,0.4939,"But the Senate continues to encumber its bill with language to provide millions of dollars in new transportation aid for students who are safely seated, perhaps even belted."
0.093,0.907,0.0,-0.2144,"Our inability to provide additional aid should not preclude standee elimination, but that is what the Senate is doing."
0.0,0.859,0.141,0.4215,School bus safety is thus not taking a back seat in New York; it isn't getting a seat at all.
0.0,1.0,0.0,0.0,"In addition to opening new academic horizons, college also often marks the beginning of political awareness."
0.0,0.909,0.091,0.3612,"The City University of New York would combine the two: when students register for classes this fall, they will also be encouraged to register to vote."
0.0,1.0,0.0,0.0,The idea originated with the Student Senate representing CUNY's 20 campuses.
0.0,0.85,0.15,0.5574,"This week CUNY's board of trustees unanimously voted to encourage all students ''to participate in the electoral process, in accordance with the fundamental democratic principles of our society.''"
0.0,1.0,0.0,0.0,"By June 30, each campus will announce a nonpartisan plan to sign up voters among CUNY's 253,000 students."
0.0,0.748,0.252,0.4678,"The policy conveys healthy wisdom: knowledge may be power, but so is the vote."
0.12,0.88,0.0,-0.4585,"The tiny semipalmated sandpiper that set a long-distance speed record with its four-day flight from Plymouth, Mass., to South America didn't survive to celebrate."
0.0,1.0,0.0,0.0,It was shot by a hunter in Guyana.
0.189,0.811,0.0,-0.2732,"Alas, the beach in Plymouth is not much more hospitable."
0.0,1.0,0.0,0.0,The sandpiper's record was reported recently by the Manomet Bird Observatory near Plymouth.
0.0,1.0,0.0,0.0,"A year ago, the observatory banded the bird on Plymouth's beach, a place where many shorebirds fatten up on abundant clams and worms for the 2,800-mile hop to South America."
0.259,0.741,0.0,-0.5994,The problem is that they make their stop at the height of the beach buggy season.
0.091,0.909,0.0,-0.4939,"Brian Harrington, a Manomet biologist who has tracked the migration for 17 years, proposed that Plymouth prohibit beach buggies - fat-tired vehicles that bomb around sandy scenery - on a small section of beach at migration time."
0.18,0.82,0.0,-0.296,"The Board of Selectmen, bowing to the beach-buggy crowd, said no."
0.0,1.0,0.0,0.0,Then an international group asked that the beach be designated as a link in the Western Hemisphere Shorebird Reserve Network.
0.078,0.686,0.235,0.4939,That would have no legal force but would at least provide some moral support for the birds.
0.355,0.645,0.0,-0.296,Again the selectmen said no.
0.131,0.735,0.135,0.0258,"On the beach that provided refuge for pilgrim colonists, buggies remain free to scare off birds who seek the same."
0.0,1.0,0.0,0.0,Civil Court judges are elected by the voters.
0.0,1.0,0.0,0.0,But the notion of genuine choice is a myth.
0.081,0.778,0.141,0.25,Few of this year's vacancies are seriously contested in the all but decisive Democratic primaries.
0.159,0.841,0.0,-0.3535,"And most voters have no idea who the candidates are, much less their qualifications."
0.0,0.787,0.213,0.4019,"In practice, political party leaders wield far more influence than voters."
0.0,1.0,0.0,0.0,They largely control the process of petitioning by which candidates get on the ballot and arrange political alliances with other candidates to forge slates.
0.0,1.0,0.0,0.0,The system all but forces future judges to cozy up to political leaders.
0.0,0.563,0.437,0.4767,That's unseemly but easily remedied.
0.0,1.0,0.0,0.0,"In a more sensible system, Civil Court, indeed all state judges, would be appointed by the executive branch after receiving nominations from a merit-selection panel."
0.338,0.662,0.0,-0.5574,"Make no mistake, the stakes for the judicial system are high."
0.091,0.909,0.0,-0.1531,"Civil Court judges serve 10-year terms and are supposed to preside over lawsuits involving $25,000 or less."
0.223,0.677,0.1,-0.4767,But about 80 percent of all Civil Court judges are now reassigned to relieve pressure on the city's criminal courts.
0.0,0.755,0.245,0.3818,Why not merge all the courts into a unified system?
0.169,0.515,0.316,0.3127,"To be sure, capable judges emerge even from this faulty process."
0.247,0.753,0.0,-0.5598,But that hardly excuses perpetuating a system that so ill serves the public.
0.259,0.677,0.064,-0.6369,"Congress, no tiger on controlling access to real guns, now appears equally timid about curbing realistic toy look-alikes, a growing law enforcement problem."
0.129,0.646,0.224,0.3612,"Last year, New York City police confiscated 1,416 toy guns in criminal incidents, a remarkable increase of 80 percent since 1983."
0.156,0.844,0.0,-0.5719,"In one recent California case, a police officer who mistook a toy revolver for the real thing shot the retarded child brandishing it."
0.42,0.491,0.089,-0.7506,"Tough design standards could reduce the chance of a fake fooling a holdup victim, much less a police officer."
0.444,0.556,0.0,-0.7906,"But toy manufacturers fear losing sales, and Congress has caved to their pressure."
0.098,0.709,0.193,0.4215,The weak legislation recently approved by Congress and signed into law requires only that toy guns have a bright orange plug fixed in the barrel.
0.0,0.887,0.113,0.4215,"The measure, sponsored by the Senate minority leader, Bob Dole, also supersedes state design rules, including stringent ones just approved by New York."
0.097,0.903,0.0,-0.4404,"In addition to requiring a larger barrel plug and distinctive striping, the New York law would have barred the sale of imitation weapons colored black, blue, silver or aluminum."
0.048,0.588,0.364,0.8225,The new Federal law merely plays at helping law enforcement; the only thing serious going on here is special interest politics.
0.0,1.0,0.0,0.0,"The Postal Service has taken heavy flak for mislabeling its new 25-cent dinosaur stamp, a drawing of a pair of dinosaurs captioned ''Brontosaurus.''"
0.252,0.748,0.0,-0.5719,Furious purists point out that the ''brontosaurus'' is now properly called ''apatosaurus.''
0.276,0.647,0.076,-0.5267,"They accuse the stamp's authors of fostering scientific illiteracy, and want the stamps recalled."
0.0,0.906,0.094,0.3612,"The Postal Service, unmoved, has printed 100 million and is promoting them with T-shirts and a tie-in with the children's dinosaur movie ''The Land Before Time.''"
0.0,1.0,0.0,0.0,"The purists are right, of course."
0.0,1.0,0.0,0.0,"The first skeletal discoveries, in the American West in the 19th century, were called apatosaurus, from the Greek for ''deceptive lizard.''"
0.0,1.0,0.0,0.0,"When the same explorer made later discoveries, he called them brontosaurus - ''thunderous lizard'' - and that's the name that became common."
0.0,0.789,0.211,0.7579,"But in the 1970's, scientists determined that the two were one and the same, and in the honorable tradition of crediting the first discovery, they switched back to the first name."
0.0,0.698,0.302,0.3818,But give the Postal Service due credit.
0.0,1.0,0.0,0.0,The flak over its blunder has given ''apatosaurus'' more currency than it could ever get in a billion years of repetition in learned journals.
0.251,0.615,0.134,-0.4767,Senate Republicans have quietly killed legislation aimed at boosting participation in American elections.
0.0,0.927,0.073,0.2263,The key provision of the so-called ''motor-voter'' bill would have required states to allow people to register when they apply for or renew a driver's license.
